GeneSet,Description,Gene
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,PRDX5
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,PRDX6
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,PRXL2A
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,SOD1
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,SOD2
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,TXN2
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,TXNRD1
ROS_and_glutathione_metabolism,Metabolism.Detoxification.ROS_and_glutathione_metabolism,TXNRD2
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,ABHD11
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,ACLY
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,D2HGDH
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,FAHD1
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,L2HGDH
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,ME2
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,ME3
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,MPC1
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,MPC1L
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,MPC2
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,PC
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,PCK2
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,SFXN5
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,SLC25A1
TCA-associated,Metabolism.Carbohydrate_metabolism.TCA-associated,SLC25A11
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,CYC1
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,MT-CYB
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCR10
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCR11
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRB
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRC1
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRC2
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRFS1
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRH
CIII_subunits,OXPHOS.Complex_III.CIII_subunits,UQCRQ
mt-mRNA_modifications,Mitochondrial_central_dogma.mtRNA_metabolism.mt-mRNA_modifications,ANGEL2
mt-mRNA_modifications,Mitochondrial_central_dogma.mtRNA_metabolism.mt-mRNA_modifications,MTPAP
mt-mRNA_modifications,Mitochondrial_central_dogma.mtRNA_metabolism.mt-mRNA_modifications,MYG1
mt-mRNA_modifications,Mitochondrial_central_dogma.mtRNA_metabolism.mt-mRNA_modifications,PDE12
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,AURKAIP1
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,CHCHD1
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,DAP3
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,GADD45GIP1
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL1
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL10
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL11
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL12
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL13
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL14
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL15
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL16
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL17
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL18
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL19
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL2
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL20
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL21
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL22
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL23
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL24
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL27
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL28
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL3
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL30
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL32
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL33
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL34
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL35
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL36
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL37
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL38
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL39
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL4
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL40
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL41
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL42
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL43
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL44
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL45
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL46
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL47
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL48
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL49
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL50
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL51
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL52
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL53
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL54
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL55
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL57
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL58
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPL9
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS10
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS11
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS12
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS14
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS15
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS16
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS17
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS18A
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS18B
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS18C
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS2
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS21
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS22
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS23
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS24
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS25
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS26
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS27
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS28
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS30
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS31
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS33
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS34
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS35
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS36
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS5
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS6
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS7
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,MRPS9
Mitochondrial_ribosome,Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,PTCD3
CV_assembly_factors,OXPHOS.Complex_V.CV_assembly_factors,ATPAF1
CV_assembly_factors,OXPHOS.Complex_V.CV_assembly_factors,ATPAF2
CV_assembly_factors,OXPHOS.Complex_V.CV_assembly_factors,ATPSCKMT
CV_assembly_factors,OXPHOS.Complex_V.CV_assembly_factors,FMC1
CV_assembly_factors,OXPHOS.Complex_V.CV_assembly_factors,TMEM70
Cytochromes,Metabolism.Electron_carriers.Cytochromes,CYB5B
Cytochromes,Metabolism.Electron_carriers.Cytochromes,CYC1
Cytochromes,Metabolism.Electron_carriers.Cytochromes,CYCS
Cytochromes,Metabolism.Electron_carriers.Cytochromes,MT-CYB
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,MRPL12
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,MTERF1
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,MTRES1
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,POLRMT
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,TEFM
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,TFAM
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,TFB2M
Transcription,Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,TOP1MT
Electron_carriers,Metabolism.Electron_carriers,CHDH
Electron_carriers,Metabolism.Electron_carriers,CYB5B
Electron_carriers,Metabolism.Electron_carriers,CYC1
Electron_carriers,Metabolism.Electron_carriers,CYCS
Electron_carriers,Metabolism.Electron_carriers,DHODH
Electron_carriers,Metabolism.Electron_carriers,ETFA
Electron_carriers,Metabolism.Electron_carriers,ETFB
Electron_carriers,Metabolism.Electron_carriers,ETFBKMT
Electron_carriers,Metabolism.Electron_carriers,ETFDH
Electron_carriers,Metabolism.Electron_carriers,ETFRF1
Electron_carriers,Metabolism.Electron_carriers,GPD2
Electron_carriers,Metabolism.Electron_carriers,MT-CYB
Electron_carriers,Metabolism.Electron_carriers,PRODH
Electron_carriers,Metabolism.Electron_carriers,PRODH2
Electron_carriers,Metabolism.Electron_carriers,SQOR
Sideroflexins,Small_molecule_transport.Sideroflexins,SFXN1
Sideroflexins,Small_molecule_transport.Sideroflexins,SFXN2
Sideroflexins,Small_molecule_transport.Sideroflexins,SFXN3
Sideroflexins,Small_molecule_transport.Sideroflexins,SFXN4
Sideroflexins,Small_molecule_transport.Sideroflexins,SFXN5
Kynurenine_metabolism,Metabolism.Amino_acid_metabolism.Kynurenine_metabolism,GOT2
Kynurenine_metabolism,Metabolism.Amino_acid_metabolism.Kynurenine_metabolism,KMO
Kynurenine_metabolism,Metabolism.Amino_acid_metabolism.Kynurenine_metabolism,KYAT3
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,BCL2L13
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,FKBP8
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,FUNDC1
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,MARCHF5
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,NIPSNAP1
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,NIPSNAP2
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,PARK7
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,PARL
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,PGAM5
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,PINK1
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,PRKN
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,TOMM7
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,USP30
Mitophagy,Mitochondrial_dynamics_and_surveillance.Mitophagy,VPS13D
Lipid_metabolism,Metabolism.Lipid_metabolism,ACAA1
Lipid_metabolism,Metabolism.Lipid_metabolism,ACAA2
Lipid_metabolism,Metabolism.Lipid_metabolism,ACACA
Lipid_metabolism,Metabolism.Lipid_metabolism,ACACB
Lipid_metabolism,Metabolism.Lipid_metabolism,ACAD10
Lipid_metabolism,Metabolism.Lipid_metabolism,ACAD11
Lipid_metabolism,Metabolism.Lipid_metabolism,ACADL
Lipid_metabolism,Metabolism.Lipid_metabolism,ACADM
Lipid_metabolism,Metabolism.Lipid_metabolism,ACADS
Lipid_metabolism,Metabolism.Lipid_metabolism,ACADSB
Lipid_metabolism,Metabolism.Lipid_metabolism,ACADVL
Lipid_metabolism,Metabolism.Lipid_metabolism,ACAT1
Lipid_metabolism,Metabolism.Lipid_metabolism,ACOT11
Lipid_metabolism,Metabolism.Lipid_metabolism,ACOT13
Lipid_metabolism,Metabolism.Lipid_metabolism,ACOT2
Lipid_metabolism,Metabolism.Lipid_metabolism,ACOT7
Lipid_metabolism,Metabolism.Lipid_metabolism,ACOT9
Lipid_metabolism,Metabolism.Lipid_metabolism,ACP6
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSF2
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSF3
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSL1
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSL6
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM1
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM2A
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM2B
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM3
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM4
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSM5
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSS1
Lipid_metabolism,Metabolism.Lipid_metabolism,ACSS3
Lipid_metabolism,Metabolism.Lipid_metabolism,AGK
Lipid_metabolism,Metabolism.Lipid_metabolism,AGPAT4
Lipid_metabolism,Metabolism.Lipid_metabolism,AGPAT5
Lipid_metabolism,Metabolism.Lipid_metabolism,AMACR
Lipid_metabolism,Metabolism.Lipid_metabolism,CBR4
Lipid_metabolism,Metabolism.Lipid_metabolism,CHPT1
Lipid_metabolism,Metabolism.Lipid_metabolism,CPT1A
Lipid_metabolism,Metabolism.Lipid_metabolism,CPT1B
Lipid_metabolism,Metabolism.Lipid_metabolism,CPT1C
Lipid_metabolism,Metabolism.Lipid_metabolism,CPT2
Lipid_metabolism,Metabolism.Lipid_metabolism,CRAT
Lipid_metabolism,Metabolism.Lipid_metabolism,CRLS1
Lipid_metabolism,Metabolism.Lipid_metabolism,CROT
Lipid_metabolism,Metabolism.Lipid_metabolism,CYB5R3
Lipid_metabolism,Metabolism.Lipid_metabolism,CYP11A1
Lipid_metabolism,Metabolism.Lipid_metabolism,CYP11B1
Lipid_metabolism,Metabolism.Lipid_metabolism,CYP11B2
Lipid_metabolism,Metabolism.Lipid_metabolism,CYP27A1
Lipid_metabolism,Metabolism.Lipid_metabolism,DBI
Lipid_metabolism,Metabolism.Lipid_metabolism,DECR1
Lipid_metabolism,Metabolism.Lipid_metabolism,DHRS1
Lipid_metabolism,Metabolism.Lipid_metabolism,ECH1
Lipid_metabolism,Metabolism.Lipid_metabolism,ECHDC1
Lipid_metabolism,Metabolism.Lipid_metabolism,ECHS1
Lipid_metabolism,Metabolism.Lipid_metabolism,ECI1
Lipid_metabolism,Metabolism.Lipid_metabolism,ECI2
Lipid_metabolism,Metabolism.Lipid_metabolism,EHHADH
Lipid_metabolism,Metabolism.Lipid_metabolism,EPHX2
Lipid_metabolism,Metabolism.Lipid_metabolism,ETFA
Lipid_metabolism,Metabolism.Lipid_metabolism,ETFB
Lipid_metabolism,Metabolism.Lipid_metabolism,ETFDH
Lipid_metabolism,Metabolism.Lipid_metabolism,FABP1
Lipid_metabolism,Metabolism.Lipid_metabolism,FASN
Lipid_metabolism,Metabolism.Lipid_metabolism,FDPS
Lipid_metabolism,Metabolism.Lipid_metabolism,FDX1
Lipid_metabolism,Metabolism.Lipid_metabolism,FDXR
Lipid_metabolism,Metabolism.Lipid_metabolism,GCSH
Lipid_metabolism,Metabolism.Lipid_metabolism,GPAM
Lipid_metabolism,Metabolism.Lipid_metabolism,GPAT2
Lipid_metabolism,Metabolism.Lipid_metabolism,HADH
Lipid_metabolism,Metabolism.Lipid_metabolism,HADHA
Lipid_metabolism,Metabolism.Lipid_metabolism,HADHB
Lipid_metabolism,Metabolism.Lipid_metabolism,HAO2
Lipid_metabolism,Metabolism.Lipid_metabolism,HINT2
Lipid_metabolism,Metabolism.Lipid_metabolism,HSD17B10
Lipid_metabolism,Metabolism.Lipid_metabolism,HSD17B4
Lipid_metabolism,Metabolism.Lipid_metabolism,HSD17B8
Lipid_metabolism,Metabolism.Lipid_metabolism,HTD2
Lipid_metabolism,Metabolism.Lipid_metabolism,IDI1
Lipid_metabolism,Metabolism.Lipid_metabolism,LACTB
Lipid_metabolism,Metabolism.Lipid_metabolism,LIAS
Lipid_metabolism,Metabolism.Lipid_metabolism,LIPT1
Lipid_metabolism,Metabolism.Lipid_metabolism,LIPT2
Lipid_metabolism,Metabolism.Lipid_metabolism,LYPLA1
Lipid_metabolism,Metabolism.Lipid_metabolism,LYPLAL1
Lipid_metabolism,Metabolism.Lipid_metabolism,MCAT
Lipid_metabolism,Metabolism.Lipid_metabolism,MCEE
Lipid_metabolism,Metabolism.Lipid_metabolism,MECR
Lipid_metabolism,Metabolism.Lipid_metabolism,MGST3
Lipid_metabolism,Metabolism.Lipid_metabolism,MLYCD
Lipid_metabolism,Metabolism.Lipid_metabolism,MMUT
Lipid_metabolism,Metabolism.Lipid_metabolism,NDUFAB1
Lipid_metabolism,Metabolism.Lipid_metabolism,OSBPL1A
Lipid_metabolism,Metabolism.Lipid_metabolism,OXSM
Lipid_metabolism,Metabolism.Lipid_metabolism,PCCA
Lipid_metabolism,Metabolism.Lipid_metabolism,PCCB
Lipid_metabolism,Metabolism.Lipid_metabolism,PGS1
Lipid_metabolism,Metabolism.Lipid_metabolism,PHYH
Lipid_metabolism,Metabolism.Lipid_metabolism,PISD
Lipid_metabolism,Metabolism.Lipid_metabolism,PLD6
Lipid_metabolism,Metabolism.Lipid_metabolism,PLSCR3
Lipid_metabolism,Metabolism.Lipid_metabolism,PNPLA8
Lipid_metabolism,Metabolism.Lipid_metabolism,PRDX6
Lipid_metabolism,Metabolism.Lipid_metabolism,PRELID1
Lipid_metabolism,Metabolism.Lipid_metabolism,PRELID3A
Lipid_metabolism,Metabolism.Lipid_metabolism,PRELID3B
Lipid_metabolism,Metabolism.Lipid_metabolism,PTGES2
Lipid_metabolism,Metabolism.Lipid_metabolism,PTPMT1
Lipid_metabolism,Metabolism.Lipid_metabolism,SCP2
Lipid_metabolism,Metabolism.Lipid_metabolism,SERAC1
Lipid_metabolism,Metabolism.Lipid_metabolism,SLC25A1
Lipid_metabolism,Metabolism.Lipid_metabolism,SLC25A20
Lipid_metabolism,Metabolism.Lipid_metabolism,SPHK2
Lipid_metabolism,Metabolism.Lipid_metabolism,SPTLC2
Lipid_metabolism,Metabolism.Lipid_metabolism,STAR
Lipid_metabolism,Metabolism.Lipid_metabolism,STARD7
Lipid_metabolism,Metabolism.Lipid_metabolism,TAMM41
Lipid_metabolism,Metabolism.Lipid_metabolism,TAZ
Lipid_metabolism,Metabolism.Lipid_metabolism,THEM4
Lipid_metabolism,Metabolism.Lipid_metabolism,THEM5
Lipid_metabolism,Metabolism.Lipid_metabolism,TRIAP1
Lipid_metabolism,Metabolism.Lipid_metabolism,TSPO
Lipid_metabolism,Metabolism.Lipid_metabolism,ZADH2
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,CYP11A1
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,CYP11B1
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,CYP11B2
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,CYP27A1
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,DHRS1
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,FDX1
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,FDXR
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,HINT2
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,HSD17B10
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,HSD17B8
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,OSBPL1A
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,SCP2
Cholesterol_bile_acid_steroid_synthesis,Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,STAR
